,address,decimals,name,owner,symbol,totalSupply,lastUpdated,issuancesCount,holdersCount,website,image,ethTransfersCount,price,publicTags,balance,totalIn,totalOut,rawBalance
0,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,18,Uniswap,,UNI,1000000000000000000000000000,1675485821,1,368703,https://uniswap.org,/images/UNI1f9840a8.png,0,"{'rate': 7.073488482477223, 'diff': -0.5, 'diff7d': 2.82, 'ts': 1675485960, 'marketCapUsd': 5391478892.485563, 'availableSupply': 762209326.5354977, 'volume24h': 175056843.23084658, 'volDiff1': -28.679480859900934, 'volDiff7': 22.71229553905674, 'volDiff30': 120.2504327407801, 'diff30d': 29.477376560607354, 'bid': 7.97, 'currency': 'USD'}","['DEX', 'Exchange Token', 'DeFi', 'Governance', 'Yield Farming', 'Automated Market Maker']",5.1452160364187706e+17,0,0,514521603641877033
